user_id,date,event,revenue
15,2025-06-15,visit,
15,2025-11-14,visit,
15,2025-06-23,visit,
15,2025-12-10,visit,
15,2025-12-10,add_to_cart,
15,2025-12-10,purchase,69.31
16,2025-12-07,visit,
16,2025-10-03,visit,
16,2025-10-29,visit,
16,2025-10-29,add_to_cart,
16,2025-10-29,purchase,27.04
17,2025-03-21,visit,
17,2025-02-06,visit,
17,2025-02-06,add_to_cart,
17,2025-08-20,visit,
17,2025-08-20,add_to_cart,
17,2025-06-15,visit,
17,2025-06-15,add_to_cart,
17,2025-03-14,visit,
18,2025-03-31,visit,
18,2025-11-01,visit,
18,2025-08-08,visit,
18,2025-08-09,visit,
18,2025-05-15,visit,
18,2025-11-15,visit,
18,2025-11-15,add_to_cart,
18,2025-10-27,visit,
19,2025-06-02,visit,
19,2025-06-02,add_to_cart,
19,2025-05-05,visit,
20,2025-03-23,visit,
20,2025-07-23,visit,
21,2025-07-31,visit,
21,2025-07-28,visit,
21,2025-04-27,visit,
21,2025-04-27,add_to_cart,
21,2025-09-16,visit,
21,2025-11-27,visit,
21,2025-11-27,add_to_cart,
21,2025-10-28,visit,
21,2025-01-24,visit,
21,2025-01-24,add_to_cart,
21,2025-01-28,visit,
21,2025-01-28,add_to_cart,
21,2025-01-28,purchase,59.14
22,2025-07-26,visit,
22,2025-07-26,add_to_cart,
22,2025-09-24,visit,
22,2025-08-06,visit,
23,2025-03-16,visit,
23,2025-03-16,add_to_cart,
23,2025-03-16,purchase,109.38
23,2025-11-11,visit,
23,2025-07-23,visit,
23,2025-07-23,add_to_cart,
23,2025-10-02,visit,
23,2025-12-10,visit,
23,2025-12-10,add_to_cart,
23,2025-11-05,visit,
23,2025-11-05,add_to_cart,
24,2025-02-25,visit,
24,2025-02-25,add_to_cart,
24,2025-02-05,visit,
24,2025-02-05,add_to_cart,
24,2025-02-05,purchase,11.42
24,2025-11-10,visit,
24,2025-11-21,visit,
24,2025-11-21,add_to_cart,
24,2025-11-21,purchase,21.87
24,2025-12-21,visit,
24,2025-12-21,add_to_cart,
25,2025-03-07,visit,
25,2025-10-27,visit,
25,2025-02-08,visit,
25,2025-02-08,add_to_cart,
25,2025-02-08,purchase,84.21
25,2025-09-30,visit,
25,2025-06-08,visit,
25,2025-06-08,add_to_cart,
25,2025-06-08,purchase,23.54
25,2025-06-25,visit,
26,2025-12-25,visit,
26,2025-12-25,add_to_cart,
26,2025-01-02,visit,
26,2025-01-02,add_to_cart,
26,2025-08-17,visit,
27,2025-09-27,visit,
27,2025-12-21,visit,
27,2025-04-16,visit,
27,2025-06-20,visit,
27,2025-06-20,add_to_cart,
27,2025-05-17,visit,
28,2025-01-09,visit,
28,2025-01-09,add_to_cart,
28,2025-01-09,purchase,35.85
28,2025-04-24,visit,
28,2025-10-29,visit,
28,2025-10-04,visit,
29,2025-06-21,visit,
30,2025-04-24,visit,
30,2025-11-16,visit,
30,2025-11-16,add_to_cart,
30,2025-09-12,visit,
30,2025-09-12,add_to_cart,
30,2025-09-12,purchase,218.04
30,2025-10-05,visit,
30,2025-10-05,add_to_cart,
30,2025-10-09,visit,
30,2025-10-09,add_to_cart,
31,2025-01-30,visit,
31,2025-01-30,add_to_cart,
31,2025-07-04,visit,
31,2025-07-04,add_to_cart,
31,2025-07-04,purchase,28.0
31,2025-03-03,visit,
32,2025-05-21,visit,
32,2025-06-12,visit,
32,2025-05-10,visit,
32,2025-05-10,add_to_cart,
32,2025-05-10,purchase,64.56
33,2025-11-29,visit,
33,2025-02-27,visit,
33,2025-02-27,add_to_cart,
34,2025-06-11,visit,
34,2025-03-12,visit,
34,2025-03-12,add_to_cart,
34,2025-11-19,visit,
34,2025-01-26,visit,
34,2025-02-22,visit,
34,2025-02-22,add_to_cart,
34,2025-02-22,purchase,24.84
34,2025-11-01,visit,
34,2025-01-11,visit,
35,2025-04-10,visit,
35,2025-04-10,add_to_cart,
35,2025-04-10,purchase,41.42
35,2025-04-24,visit,
35,2025-01-30,visit,
35,2025-11-09,visit,
35,2025-04-25,visit,
36,2025-11-27,visit,
36,2025-11-24,visit,
36,2025-02-09,visit,
36,2025-01-27,visit,
36,2025-06-19,visit,
37,2025-08-17,visit,
37,2025-10-07,visit,
37,2025-10-12,visit,
37,2025-10-12,add_to_cart,
37,2025-10-12,purchase,80.75
37,2025-12-08,visit,
38,2025-01-22,visit,
38,2025-06-10,visit,
38,2025-12-19,visit,
38,2025-08-30,visit,
38,2025-08-30,add_to_cart,
38,2025-07-24,visit,
39,2025-08-29,visit,
40,2025-02-19,visit,
40,2025-08-04,visit,
40,2025-03-13,visit,
40,2025-09-30,visit,
40,2025-07-05,visit,
40,2025-05-30,visit,
41,2025-04-09,visit,
41,2025-02-20,visit,
41,2025-02-20,add_to_cart,
41,2025-02-20,purchase,66.48
41,2025-08-21,visit,
41,2025-08-21,add_to_cart,
41,2025-08-21,purchase,28.74
41,2025-01-09,visit,
41,2025-01-09,add_to_cart,
41,2025-01-09,purchase,63.95
42,2025-05-11,visit,
42,2025-05-11,add_to_cart,
42,2025-11-22,visit,
42,2025-07-11,visit,
42,2025-11-19,visit,
42,2025-11-25,visit,
42,2025-11-25,add_to_cart,
42,2025-05-19,visit,
43,2025-04-01,visit,
43,2025-04-01,add_to_cart,
43,2025-04-01,purchase,75.23
43,2025-10-02,visit,
43,2025-10-02,add_to_cart,
43,2025-10-02,purchase,63.04
44,2025-11-10,visit,
44,2025-11-10,add_to_cart,
44,2025-11-10,purchase,16.36
44,2025-05-23,visit,
44,2025-05-23,add_to_cart,
44,2025-05-23,purchase,51.1
44,2025-09-15,visit,
44,2025-09-15,add_to_cart,
45,2025-10-09,visit,
45,2025-11-30,visit,
45,2025-10-31,visit,
45,2025-10-31,add_to_cart,
45,2025-12-12,visit,
45,2025-10-21,visit,
45,2025-09-06,visit,
45,2025-09-06,add_to_cart,
45,2025-07-17,visit,
45,2025-02-13,visit,
46,2025-06-17,visit,
46,2025-03-17,visit,
46,2025-09-05,visit,
46,2025-08-03,visit,
46,2025-03-26,visit,
46,2025-04-09,visit,
46,2025-08-04,visit,
46,2025-11-06,visit,
46,2025-11-29,visit,
46,2025-11-29,add_to_cart,
46,2025-11-29,purchase,66.32
47,2025-04-15,visit,
47,2025-04-15,add_to_cart,
47,2025-04-15,purchase,14.23
47,2025-06-29,visit,
48,2025-11-13,visit,
48,2025-11-13,add_to_cart,
48,2025-05-01,visit,
48,2025-06-18,visit,
48,2025-06-18,add_to_cart,
48,2025-11-03,visit,
48,2025-02-17,visit,
48,2025-02-17,add_to_cart,
48,2025-11-28,visit,
48,2025-10-05,visit,
48,2025-10-05,add_to_cart,
48,2025-10-05,purchase,126.93
48,2025-12-23,visit,
49,2025-04-14,visit,
49,2025-07-19,visit,
49,2025-07-31,visit,
49,2025-11-28,visit,
49,2025-11-28,add_to_cart,
49,2025-11-28,purchase,49.3
49,2025-06-21,visit,
49,2025-06-21,add_to_cart,
49,2025-06-27,visit,
49,2025-01-15,visit,
49,2025-01-15,add_to_cart,
49,2025-08-02,visit,
50,2025-11-01,visit,
50,2025-01-04,visit,
50,2025-12-29,visit,
50,2025-10-23,visit,
50,2025-12-18,visit,
51,2025-10-04,visit,
52,2025-07-05,visit,
52,2025-11-22,visit,
52,2025-12-16,visit,
52,2025-12-01,visit,
53,2025-01-18,visit,
53,2025-07-08,visit,
53,2025-01-19,visit,
53,2025-01-19,add_to_cart,
53,2025-04-11,visit,
53,2025-07-15,visit,
53,2025-12-10,visit,
53,2025-12-13,visit,
53,2025-12-19,visit,
53,2025-10-16,visit,
54,2025-10-18,visit,
54,2025-06-27,visit,
54,2025-06-27,add_to_cart,
54,2025-06-27,purchase,58.22
54,2025-10-15,visit,
54,2025-10-15,add_to_cart,
54,2025-06-02,visit,
54,2025-06-02,add_to_cart,
54,2025-12-23,visit,
54,2025-11-24,visit,
54,2025-12-09,visit,
55,2025-08-25,visit,
55,2025-07-01,visit,
55,2025-07-01,add_to_cart,
55,2025-01-31,visit,
55,2025-01-31,add_to_cart,
55,2025-04-16,visit,
55,2025-04-16,add_to_cart,
55,2025-09-13,visit,
55,2025-09-13,add_to_cart,
55,2025-09-13,purchase,192.24
55,2025-07-06,visit,
55,2025-12-04,visit,
55,2025-12-04,add_to_cart,
56,2025-11-16,visit,
56,2025-11-16,add_to_cart,
56,2025-03-27,visit,
56,2025-03-27,add_to_cart,
56,2025-03-27,purchase,85.33
56,2025-12-21,visit,
57,2025-04-10,visit,
57,2025-10-31,visit,
57,2025-11-06,visit,
57,2025-10-26,visit,
57,2025-10-26,add_to_cart,
58,2025-08-02,visit,
58,2025-10-06,visit,
58,2025-11-27,visit,
58,2025-07-13,visit,
58,2025-07-13,add_to_cart,
59,2025-02-19,visit,
59,2025-02-19,add_to_cart,
59,2025-02-19,purchase,25.07
59,2025-03-19,visit,
59,2025-03-16,visit,
59,2025-03-16,add_to_cart,
59,2025-06-20,visit,
59,2025-02-17,visit,
59,2025-07-07,visit,
59,2025-11-02,visit,
60,2025-11-30,visit,
60,2025-05-01,visit,
60,2025-04-11,visit,
60,2025-05-26,visit,
60,2025-05-26,add_to_cart,
60,2025-10-06,visit,
60,2025-12-06,visit,
60,2025-10-12,visit,
60,2025-10-12,add_to_cart,
60,2025-10-12,purchase,82.38
61,2025-12-03,visit,
61,2025-08-10,visit,
61,2025-06-07,visit,
61,2025-11-22,visit,
61,2025-11-22,add_to_cart,
61,2025-11-22,purchase,77.95
61,2025-10-07,visit,
61,2025-10-07,add_to_cart,
61,2025-07-22,visit,
61,2025-01-24,visit,
61,2025-01-24,add_to_cart,
61,2025-10-23,visit,
61,2025-10-11,visit,
61,2025-11-04,visit,
62,2025-10-11,visit,
62,2025-07-25,visit,
62,2025-11-22,visit,
62,2025-12-30,visit,
63,2025-11-01,visit,
63,2025-11-01,add_to_cart,
64,2025-10-20,visit,
64,2025-05-07,visit,
65,2025-02-22,visit,
65,2025-02-22,add_to_cart,
65,2025-12-30,visit,
65,2025-12-30,add_to_cart,
65,2025-06-05,visit,
65,2025-06-05,add_to_cart,
65,2025-09-07,visit,
65,2025-08-28,visit,
65,2025-08-28,add_to_cart,
65,2025-08-28,purchase,28.81
65,2025-09-20,visit,
65,2025-10-17,visit,
66,2025-04-25,visit,
66,2025-10-31,visit,
66,2025-10-31,add_to_cart,
66,2025-10-31,purchase,60.14
66,2025-02-08,visit,
66,2025-02-08,add_to_cart,
66,2025-02-08,purchase,27.25
66,2025-04-14,visit,
66,2025-04-14,add_to_cart,
66,2025-04-14,purchase,51.53
66,2025-01-22,visit,
66,2025-01-22,add_to_cart,
66,2025-09-15,visit,
66,2025-09-15,add_to_cart,
66,2025-09-08,visit,
66,2025-09-08,add_to_cart,
66,2025-08-10,visit,
67,2025-08-13,visit,
67,2025-08-24,visit,
67,2025-12-23,visit,
67,2025-12-19,visit,
67,2025-08-24,visit,
68,2025-06-04,visit,
68,2025-06-04,add_to_cart,
68,2025-06-04,purchase,124.08
68,2025-02-09,visit,
68,2025-02-09,add_to_cart,
68,2025-02-09,purchase,27.6
68,2025-05-17,visit,
68,2025-05-17,add_to_cart,
68,2025-05-17,purchase,57.88
68,2025-07-18,visit,
68,2025-11-06,visit,
68,2025-10-08,visit,
68,2025-10-08,add_to_cart,
68,2025-06-01,visit,
68,2025-10-05,visit,
69,2025-06-12,visit,
69,2025-02-07,visit,
69,2025-08-07,visit,
69,2025-08-07,add_to_cart,
69,2025-08-07,purchase,130.28
70,2025-11-04,visit,
70,2025-08-09,visit,
70,2025-08-09,add_to_cart,
70,2025-07-24,visit,
70,2025-12-07,visit,
70,2025-12-07,add_to_cart,
70,2025-04-25,visit,
70,2025-03-06,visit,
70,2025-03-06,add_to_cart,
70,2025-03-06,purchase,70.26
71,2025-08-21,visit,
72,2025-06-26,visit,
72,2025-06-26,add_to_cart,
73,2025-02-22,visit,
73,2025-02-22,add_to_cart,
73,2025-12-26,visit,
73,2025-04-28,visit,
73,2025-10-13,visit,
73,2025-10-18,visit,
73,2025-12-24,visit,
73,2025-07-15,visit,
74,2025-11-27,visit,
74,2025-02-27,visit,
74,2025-04-13,visit,
74,2025-05-08,visit,
74,2025-05-08,add_to_cart,
74,2025-03-03,visit,
75,2025-12-20,visit,
76,2025-12-11,visit,
76,2025-05-25,visit,
76,2025-04-03,visit,
76,2025-04-03,add_to_cart,
76,2025-05-23,visit,
76,2025-05-23,add_to_cart,
77,2025-12-23,visit,
77,2025-08-12,visit,
77,2025-12-13,visit,
77,2025-03-26,visit,
78,2025-12-29,visit,
78,2025-12-29,add_to_cart,
78,2025-12-29,purchase,125.77
78,2025-02-16,visit,
79,2025-03-03,visit,
79,2025-02-06,visit,
79,2025-03-27,visit,
79,2025-03-27,add_to_cart,
79,2025-03-27,purchase,162.38
80,2025-12-03,visit,
80,2025-08-26,visit,
80,2025-08-28,visit,
80,2025-12-28,visit,
80,2025-03-05,visit,
80,2025-04-24,visit,
80,2025-10-08,visit,
80,2025-10-08,add_to_cart,
80,2025-12-29,visit,
80,2025-12-29,add_to_cart,
80,2025-12-29,purchase,44.49
80,2025-11-08,visit,
81,2025-04-06,visit,
81,2025-08-12,visit,
81,2025-08-12,add_to_cart,
81,2025-04-26,visit,
81,2025-04-26,add_to_cart,
81,2025-04-26,purchase,46.07
81,2025-07-01,visit,
81,2025-07-01,add_to_cart,
81,2025-12-29,visit,
81,2025-12-29,add_to_cart,
82,2025-07-03,visit,
82,2025-04-02,visit,
83,2025-05-17,visit,
83,2025-08-09,visit,
83,2025-02-15,visit,
83,2025-01-08,visit,
83,2025-06-28,visit,
83,2025-06-28,add_to_cart,
83,2025-06-28,purchase,13.9
83,2025-02-03,visit,
83,2025-02-03,add_to_cart,
83,2025-02-03,purchase,34.97
83,2025-11-14,visit,
84,2025-07-08,visit,
84,2025-07-31,visit,
84,2025-02-13,visit,
84,2025-06-07,visit,
84,2025-12-21,visit,
84,2025-02-14,visit,
84,2025-11-18,visit,
84,2025-12-26,visit,
84,2025-12-26,add_to_cart,
84,2025-12-26,purchase,65.31
84,2025-11-16,visit,
85,2025-05-25,visit,
85,2025-05-25,add_to_cart,
85,2025-08-01,visit,
85,2025-11-19,visit,
85,2025-11-16,visit,
85,2025-11-16,add_to_cart,
85,2025-11-16,purchase,168.82
85,2025-07-19,visit,
85,2025-07-19,add_to_cart,
86,2025-06-26,visit,
86,2025-06-26,add_to_cart,
86,2025-06-26,purchase,24.5
86,2025-02-18,visit,
86,2025-10-20,visit,
86,2025-11-07,visit,
86,2025-11-07,add_to_cart,
86,2025-11-07,purchase,102.57
86,2025-07-28,visit,
86,2025-11-23,visit,
86,2025-11-23,add_to_cart,
86,2025-01-11,visit,
86,2025-01-11,add_to_cart,
86,2025-08-16,visit,
86,2025-11-08,visit,
86,2025-11-08,add_to_cart,
86,2025-11-03,visit,
86,2025-10-31,visit,
87,2025-01-31,visit,
87,2025-01-15,visit,
87,2025-02-03,visit,
87,2025-02-03,add_to_cart,
87,2025-02-03,purchase,34.49
87,2025-03-18,visit,
87,2025-05-04,visit,
87,2025-04-12,visit,
88,2025-07-22,visit,
88,2025-12-22,visit,
88,2025-10-29,visit,
88,2025-10-29,add_to_cart,
88,2025-12-07,visit,
88,2025-12-07,add_to_cart,
89,2025-03-02,visit,
89,2025-03-02,add_to_cart,
89,2025-06-02,visit,
89,2025-07-12,visit,
89,2025-01-18,visit,
89,2025-05-19,visit,
90,2025-02-21,visit,
90,2025-02-21,add_to_cart,
90,2025-02-21,purchase,83.86
90,2025-10-14,visit,
90,2025-04-03,visit,
90,2025-04-03,add_to_cart,
90,2025-05-25,visit,
90,2025-12-25,visit,
90,2025-12-25,add_to_cart,
90,2025-12-25,purchase,84.75
90,2025-12-28,visit,
90,2025-11-08,visit,
90,2025-11-08,add_to_cart,
90,2025-11-08,purchase,230.71
91,2025-12-03,visit,
91,2025-12-03,add_to_cart,
91,2025-09-29,visit,
91,2025-09-29,add_to_cart,
91,2025-09-29,purchase,54.85
91,2025-10-02,visit,
91,2025-03-20,visit,
92,2025-02-15,visit,
92,2025-05-21,visit,
92,2025-05-21,add_to_cart,
92,2025-05-21,purchase,103.77
92,2025-11-30,visit,
92,2025-11-30,add_to_cart,
92,2025-11-30,purchase,77.36
92,2025-02-17,visit,
92,2025-01-12,visit,
92,2025-01-12,add_to_cart,
92,2025-10-23,visit,
93,2025-07-22,visit,
93,2025-08-14,visit,
93,2025-08-14,add_to_cart,
93,2025-08-14,purchase,89.66
93,2025-12-22,visit,
93,2025-02-12,visit,
93,2025-02-12,add_to_cart,
93,2025-02-12,purchase,33.91
94,2025-01-22,visit,
94,2025-06-02,visit,
95,2025-08-04,visit,
95,2025-08-04,add_to_cart,
95,2025-08-04,purchase,61.16
95,2025-09-03,visit,
95,2025-07-12,visit,
95,2025-10-11,visit,
95,2025-11-08,visit,
96,2025-02-21,visit,
96,2025-05-21,visit,
96,2025-11-10,visit,
96,2025-11-10,add_to_cart,
96,2025-10-14,visit,
96,2025-10-15,visit,
96,2025-10-31,visit,
97,2025-11-15,visit,
97,2025-04-19,visit,
97,2025-05-18,visit,
97,2025-05-18,add_to_cart,
97,2025-03-12,visit,
97,2025-03-12,add_to_cart,
97,2025-03-12,purchase,16.62
97,2025-03-25,visit,
97,2025-06-03,visit,
97,2025-06-03,add_to_cart,
97,2025-06-03,purchase,11.86
97,2025-05-13,visit,
97,2025-10-17,visit,
98,2025-05-28,visit,
98,2025-05-29,visit,
98,2025-10-05,visit,
98,2025-10-05,add_to_cart,
98,2025-12-19,visit,
98,2025-10-19,visit,
98,2025-10-19,add_to_cart,
98,2025-10-19,purchase,18.75
99,2025-08-26,visit,
99,2025-03-16,visit,
99,2025-10-26,visit,
99,2025-12-03,visit,
99,2025-12-03,add_to_cart,
99,2025-12-03,purchase,97.45
99,2025-10-12,visit,
99,2025-05-18,visit,
99,2025-07-23,visit,
99,2025-12-16,visit,
99,2025-12-16,add_to_cart,
100,2025-02-25,visit,
100,2025-10-30,visit,
100,2025-10-30,add_to_cart,
100,2025-10-30,purchase,37.15
101,2025-02-18,visit,
101,2025-12-06,visit,
101,2025-12-22,visit,
101,2025-12-22,add_to_cart,
101,2025-12-22,purchase,17.77
101,2025-04-15,visit,
101,2025-04-15,add_to_cart,
101,2025-04-15,purchase,79.88
101,2025-08-27,visit,
101,2025-08-27,add_to_cart,
101,2025-08-27,purchase,28.75
101,2025-02-06,visit,
102,2025-12-03,visit,
102,2025-08-02,visit,
102,2025-08-02,add_to_cart,
102,2025-08-02,purchase,16.31
102,2025-07-21,visit,
102,2025-07-21,add_to_cart,
102,2025-07-21,purchase,45.77
102,2025-05-12,visit,
102,2025-09-10,visit,
102,2025-09-10,add_to_cart,
102,2025-12-12,visit,
102,2025-10-10,visit,
102,2025-12-24,visit,
103,2025-09-28,visit,
103,2025-11-21,visit,
103,2025-11-21,add_to_cart,
103,2025-02-10,visit,
103,2025-02-25,visit,
103,2025-02-25,add_to_cart,
103,2025-02-25,purchase,67.02
103,2025-07-10,visit,
103,2025-11-01,visit,
103,2025-07-07,visit,
103,2025-07-07,add_to_cart,
103,2025-07-07,purchase,141.83
104,2025-01-14,visit,
104,2025-09-02,visit,
104,2025-06-03,visit,
104,2025-06-03,add_to_cart,
104,2025-07-15,visit,
104,2025-07-23,visit,
104,2025-10-29,visit,
104,2025-10-29,add_to_cart,
104,2025-11-08,visit,
104,2025-11-08,add_to_cart,
105,2025-09-28,visit,
106,2025-12-09,visit,
106,2025-04-20,visit,
107,2025-09-23,visit,
107,2025-09-23,add_to_cart,
107,2025-09-23,purchase,41.3
107,2025-08-29,visit,
107,2025-08-29,add_to_cart,
107,2025-04-19,visit,
107,2025-04-19,add_to_cart,
107,2025-05-19,visit,
107,2025-04-09,visit,
108,2025-01-10,visit,
109,2025-07-16,visit,
109,2025-07-16,add_to_cart,
109,2025-07-16,purchase,11.4
109,2025-01-20,visit,
110,2025-05-12,visit,
111,2025-09-22,visit,
111,2025-10-17,visit,
111,2025-12-16,visit,
111,2025-12-05,visit,
111,2025-10-16,visit,
112,2025-03-13,visit,
112,2025-01-15,visit,
112,2025-01-08,visit,
112,2025-11-21,visit,
112,2025-11-21,add_to_cart,
112,2025-11-21,purchase,23.04
112,2025-10-03,visit,
113,2025-11-26,visit,
113,2025-07-20,visit,
114,2025-03-09,visit,
114,2025-11-22,visit,
114,2025-11-22,add_to_cart,
114,2025-11-22,purchase,73.82
114,2025-12-25,visit,
114,2025-06-28,visit,
114,2025-06-28,add_to_cart,
114,2025-06-28,purchase,17.66
114,2025-04-14,visit,
114,2025-07-18,visit,
114,2025-07-18,add_to_cart,
114,2025-01-19,visit,
114,2025-11-16,visit,
114,2025-12-05,visit,
114,2025-12-05,add_to_cart,
114,2025-12-05,purchase,103.81
114,2025-12-16,visit,
115,2025-10-14,visit,
115,2025-07-01,visit,
115,2025-07-01,add_to_cart,
115,2025-07-01,purchase,18.8
115,2025-06-17,visit,
115,2025-04-15,visit,
115,2025-04-15,add_to_cart,
115,2025-04-15,purchase,50.78
115,2025-05-12,visit,
116,2025-09-27,visit,
116,2025-09-27,add_to_cart,
116,2025-09-27,purchase,56.1
116,2025-09-10,visit,
116,2025-10-12,visit,
116,2025-11-18,visit,
116,2025-11-27,visit,
116,2025-11-27,add_to_cart,
117,2025-10-08,visit,
117,2025-10-08,add_to_cart,
117,2025-10-08,purchase,21.07
117,2025-08-08,visit,
118,2025-12-08,visit,
118,2025-12-08,add_to_cart,
118,2025-01-09,visit,
118,2025-06-14,visit,
118,2025-06-14,add_to_cart,
118,2025-02-22,visit,
118,2025-02-22,add_to_cart,
118,2025-02-22,purchase,99.94
119,2025-04-04,visit,
119,2025-08-28,visit,
119,2025-08-28,add_to_cart,
119,2025-11-20,visit,
119,2025-03-14,visit,
119,2025-11-25,visit,
119,2025-09-13,visit,
119,2025-04-16,visit,
119,2025-04-16,add_to_cart,
119,2025-04-16,purchase,45.72
119,2025-12-16,visit,
119,2025-12-16,add_to_cart,
119,2025-12-05,visit,
119,2025-12-25,visit,
119,2025-12-25,add_to_cart,
120,2025-03-25,visit,
120,2025-03-25,add_to_cart,
120,2025-03-25,purchase,32.01
120,2025-02-12,visit,
120,2025-01-03,visit,
120,2025-03-25,visit,
120,2025-02-28,visit,
120,2025-03-04,visit,
121,2025-10-16,visit,
121,2025-11-28,visit,
121,2025-09-12,visit,
121,2025-10-06,visit,
121,2025-08-13,visit,
121,2025-07-18,visit,
121,2025-07-18,add_to_cart,
121,2025-07-18,purchase,99.85
122,2025-09-06,visit,
122,2025-03-16,visit,
122,2025-03-16,add_to_cart,
122,2025-03-16,purchase,26.6
122,2025-12-05,visit,
122,2025-12-05,add_to_cart,
122,2025-11-24,visit,
122,2025-11-24,add_to_cart,
122,2025-11-24,purchase,41.0
122,2025-11-09,visit,
122,2025-11-09,add_to_cart,
122,2025-11-09,purchase,20.59
122,2025-06-25,visit,
123,2025-05-30,visit,
123,2025-12-21,visit,
123,2025-11-18,visit,
124,2025-08-07,visit,
124,2025-12-10,visit,
125,2025-12-15,visit,
125,2025-12-15,add_to_cart,
125,2025-03-17,visit,
125,2025-05-11,visit,
125,2025-05-11,add_to_cart,
125,2025-05-11,purchase,50.23
125,2025-05-10,visit,
125,2025-09-08,visit,
125,2025-01-09,visit,
125,2025-11-03,visit,
125,2025-07-28,visit,
126,2025-02-20,visit,
126,2025-06-17,visit,
126,2025-07-26,visit,
126,2025-07-26,add_to_cart,
126,2025-06-01,visit,
126,2025-06-01,add_to_cart,
126,2025-01-10,visit,
126,2025-01-10,add_to_cart,
126,2025-12-30,visit,
126,2025-07-09,visit,
126,2025-07-09,add_to_cart,
126,2025-07-09,purchase,278.3
127,2025-01-11,visit,
127,2025-12-28,visit,
127,2025-11-18,visit,
128,2025-10-08,visit,
129,2025-05-27,visit,
130,2025-05-24,visit,
130,2025-01-14,visit,
131,2025-07-26,visit,
132,2025-08-09,visit,
132,2025-08-09,add_to_cart,
132,2025-12-05,visit,
132,2025-10-10,visit,
132,2025-08-03,visit,
132,2025-08-03,add_to_cart,
132,2025-08-03,purchase,79.45
132,2025-03-09,visit,
132,2025-12-28,visit,
132,2025-12-29,visit,
132,2025-12-26,visit,
132,2025-12-26,add_to_cart,
